External Quantum Efficiency	v1.4.7137.26188
Date Time:	Wednesday, 22 June 2022 00:15:39
Dimensions:	4
TotalSteps:	3390
SourceFile 	D:\users\nanoscalesolar\Documents\Eitan\Cal.eqe
Sample:    	?
Operator:  	Nanoscalesolar
Comments:  	

Loops:
>	Repeat 10 times
>	Wavelength from 500 to 780 [nm] in 113 steps
>	Focus Correction [no-loop]
>	Repeat 3 times

Operations:
>	Delay [100 ms]
>	LockIn Sensitivity Tracker
>	LockIn Amplifier : M
>	LockIn Amplifier : IS
>	LockIn Amplifier : R

Parameters:
>	Repeat	x	0	10	R	{From=0,To=9}
>	Wavelength	nm	1	113	R	{From=500,To=780}
>	Focus CorrectionY	µm	3	1	V	0
>	Repeat	x	0	3	R	{From=0,To=2}

Results:
>	M	V	-1
>	Phase	'	2
>	IS	A	-1
>	Phase	'	2
>	R	V	-1
>	Phase	'	2

-= Wavelength - AOTF VIS =-
Channels:     	8
Range:        	370 - 800 nm
AutoOptPower: 	ON
Modulation:   	ON
Ch:0	Wavelength: 500.0 nm	Frequency: 126.775 MHz	Power: 5000

-= Focus Correction =-
Piezo X:     	OFF
Piezo Y:     	ON 'NewNKT_Focus_corrloopback'
Piezo Z:     	OFF

-= LockIn Sensitivity Tracker =-
Active: 	LIA I, LIA II, LIA III

-= LockIn Amplifier - LIA I =-
OutputParameter:      	M
Sensitivity:          	200 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.5
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA III =-
OutputParameter:      	IS
Sensitivity:          	5 nA
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.497
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	I (1MΩ)
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA II =-
OutputParameter:      	R
Sensitivity:          	5 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.497
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating


Index	Repeat [x]	Wavelength [nm]	Focus CorrectionY [µm]	Repeat [x]	M [V]	Phase [']	IS [A]	Phase [']	R [V]	Phase [']
189	0	657.5	1.020	0	6.655362E-001	1.81	1.686595E-008	0.26	1.051074E-001	0.25
190	0	657.5	1.020	1	6.655507E-001	1.81	1.686895E-008	0.26	1.051475E-001	0.25
191	0	657.5	1.020	2	6.657285E-001	1.81	1.686989E-008	0.26	1.051189E-001	0.25
192	0	660.0	0.960	0	6.721532E-001	1.81	1.699301E-008	0.26	1.057528E-001	0.25
193	0	660.0	0.960	1	6.721677E-001	1.81	1.698671E-008	0.26	1.057620E-001	0.25
194	0	660.0	0.960	2	6.720939E-001	1.81	1.699343E-008	0.26	1.057535E-001	0.25
195	0	662.5	0.900	0	6.769347E-001	1.81	1.704542E-008	0.26	1.061177E-001	0.25
196	0	662.5	0.900	1	6.770532E-001	1.81	1.704415E-008	0.26	1.061285E-001	0.25
197	0	662.5	0.900	2	6.771573E-001	1.81	1.705111E-008	0.26	1.061602E-001	0.25
198	0	665.0	0.840	0	6.843513E-001	1.81	1.714843E-008	0.26	1.067469E-001	0.25
199	0	665.0	0.840	1	6.842773E-001	1.81	1.714466E-008	0.26	1.067635E-001	0.25
200	0	665.0	0.840	2	6.842920E-001	1.81	1.714528E-008	0.26	1.067507E-001	0.25
201	0	667.5	0.780	0	6.870740E-001	1.81	1.714259E-008	0.26	1.066315E-001	0.25
202	0	667.5	0.780	1	6.868528E-001	1.81	1.713460E-008	0.26	1.065445E-001	0.25
203	0	667.5	0.780	2	6.869410E-001	1.81	1.713902E-008	0.26	1.065970E-001	0.25
204	0	670.0	0.720	0	6.976592E-001	1.81	1.736321E-008	0.26	1.075264E-001	0.25
205	0	670.0	0.720	1	6.976592E-001	1.81	1.735743E-008	0.26	1.074865E-001	0.25
206	0	670.0	0.720	2	6.977329E-001	1.81	1.736716E-008	0.26	1.075759E-001	0.25
207	0	672.5	0.660	0	7.111013E-001	1.81	1.768884E-008	0.26	1.089175E-001	0.25
208	0	672.5	0.660	1	7.111157E-001	1.81	1.767911E-008	0.26	1.088361E-001	0.25
209	0	672.5	0.660	2	7.111605E-001	1.81	1.768527E-008	0.26	1.088638E-001	0.25
210	0	675.0	0.600	0	7.288659E-001	1.81	1.812113E-008	0.26	1.109088E-001	0.25
211	0	675.0	0.600	1	7.287026E-001	1.81	1.811686E-008	0.26	1.108199E-001	0.25
212	0	675.0	0.600	2	7.289093E-001	1.81	1.811860E-008	0.26	1.109006E-001	0.25
213	0	677.5	0.539	0	7.493531E-001	1.81	1.860956E-008	0.26	1.133490E-001	0.25
214	0	677.5	0.539	1	7.494861E-001	1.81	1.860454E-008	0.26	1.132292E-001	0.25
215	0	677.5	0.539	2	7.491016E-001	1.81	1.860566E-008	0.26	1.132773E-001	0.25
216	0	680.0	0.475	0	7.642594E-001	1.81	1.893082E-008	0.26	1.148907E-001	0.25
217	0	680.0	0.475	1	7.644526E-001	1.81	1.893050E-008	0.26	1.148057E-001	0.25
218	0	680.0	0.475	2	7.643042E-001	1.81	1.892988E-008	0.26	1.148661E-001	0.25
219	0	682.5	0.411	0	7.700482E-001	1.81	1.901469E-008	0.26	1.149906E-001	0.25
220	0	682.5	0.411	1	7.699152E-001	1.81	1.900416E-008	0.26	1.149216E-001	0.25
221	0	682.5	0.411	2	7.699889E-001	1.81	1.900900E-008	0.26	1.149979E-001	0.25
222	0	685.0	0.346	0	7.705367E-001	1.81	1.896255E-008	0.26	1.142947E-001	0.25
223	0	685.0	0.346	1	7.706552E-001	1.81	1.896397E-008	0.26	1.142779E-001	0.25
224	0	685.0	0.346	2	7.705223E-001	1.81	1.896585E-008	0.26	1.142597E-001	0.25
225	0	687.5	0.281	0	7.539860E-001	1.81	1.852100E-008	0.26	1.110507E-001	0.25
226	0	687.5	0.281	1	7.538978E-001	1.81	1.851837E-008	0.26	1.109735E-001	0.25
227	0	687.5	0.281	2	7.538833E-001	1.81	1.851681E-008	0.26	1.110502E-001	0.25
228	0	690.0	0.218	0	7.316624E-001	1.81	1.795986E-008	0.26	1.069297E-001	0.25
229	0	690.0	0.218	1	7.315597E-001	1.81	1.796097E-008	0.26	1.069520E-001	0.25
230	0	690.0	0.218	2	7.315294E-001	1.81	1.795139E-008	0.26	1.068707E-001	0.25
231	0	692.5	0.158	0	7.308052E-001	1.81	1.794245E-008	0.26	1.060346E-001	0.25
232	0	692.5	0.158	1	7.307156E-001	1.81	1.793193E-008	0.26	1.060265E-001	0.25
233	0	692.5	0.158	2	7.307301E-001	1.81	1.793413E-008	0.26	1.059525E-001	0.25
234	0	695.0	0.101	0	7.597752E-001	1.81	1.866137E-008	0.26	1.094599E-001	0.25
235	0	695.0	0.101	1	7.597752E-001	1.81	1.866169E-008	0.26	1.095059E-001	0.25
236	0	695.0	0.101	2	7.597896E-001	1.81	1.865954E-008	0.26	1.094405E-001	0.25
237	0	697.5	0.048	0	8.004992E-001	1.81	1.964997E-008	0.26	1.145835E-001	0.25
238	0	697.5	0.048	1	8.004399E-001	1.81	1.964396E-008	0.26	1.144907E-001	0.25
239	0	697.5	0.048	2	8.006322E-001	1.81	1.964964E-008	0.26	1.144626E-001	0.25
240	0	700.0	0.000	0	8.288332E-001	1.81	2.030985E-008	0.26	1.177221E-001	0.25
241	0	700.0	0.000	1	8.287594E-001	1.81	2.030387E-008	0.26	1.177212E-001	0.25
242	0	700.0	0.000	2	8.286400E-001	1.81	2.030580E-008	0.26	1.176444E-001	0.25
243	0	702.5	-0.042	0	8.452206E-001	1.81	2.065780E-008	0.26	1.192228E-001	0.25
244	0	702.5	-0.042	1	8.452943E-001	1.81	2.065763E-008	0.26	1.191815E-001	0.25
245	0	702.5	-0.042	2	8.454273E-001	1.81	2.066547E-008	0.26	1.192650E-001	0.25
246	0	705.0	-0.079	0	8.499276E-001	1.81	2.071384E-008	0.26	1.189168E-001	0.25
247	0	705.0	-0.079	1	8.499566E-001	1.81	2.070885E-008	0.26	1.188707E-001	0.25
248	0	705.0	-0.079	2	8.500158E-001	1.81	2.071478E-008	0.26	1.188563E-001	0.25
249	0	707.5	-0.112	0	8.476183E-001	1.81	2.062734E-008	0.26	1.175417E-001	0.25
250	0	707.5	-0.112	1	8.476328E-001	1.81	2.062091E-008	0.26	1.172597E-001	0.25
251	0	707.5	-0.112	2	8.475143E-001	1.81	2.061587E-008	0.26	1.172379E-001	0.25
252	0	710.0	-0.142	0	8.318221E-001	1.81	2.025629E-008	0.26	1.138895E-001	0.25
253	0	710.0	-0.142	1	8.314666E-001	1.81	2.024614E-008	0.26	1.138378E-001	0.25
254	0	710.0	-0.142	2	8.316154E-001	1.81	2.025629E-008	0.26	1.139225E-001	0.25
255	0	712.5	-0.169	0	8.014752E-001	1.81	1.956235E-008	0.26	1.086474E-001	0.25
256	0	712.5	-0.169	1	8.017267E-001	1.81	1.956357E-008	0.26	1.086523E-001	0.25
257	0	712.5	-0.169	2	8.015489E-001	1.81	1.956799E-008	0.26	1.088051E-001	0.25
258	0	715.0	-0.194	0	7.618764E-001	1.81	1.865417E-008	0.26	1.024779E-001	0.25
259	0	715.0	-0.194	1	7.615064E-001	1.81	1.863928E-008	0.26	1.023372E-001	0.25
260	0	715.0	-0.194	2	7.615512E-001	1.81	1.864727E-008	0.26	1.023913E-001	0.25
261	0	717.5	-0.219	0	7.164150E-001	1.81	1.759577E-008	0.26	9.547454E-002	0.25
262	0	717.5	-0.219	1	7.164742E-001	1.81	1.759341E-008	0.26	9.553509E-002	0.25
263	0	717.5	-0.219	2	7.167113E-001	1.81	1.760155E-008	0.26	9.543746E-002	0.25
264	0	720.0	-0.245	0	6.774814E-001	1.81	1.668773E-008	0.26	8.963841E-002	0.25
265	0	720.0	-0.245	1	6.772747E-001	1.81	1.668242E-008	0.26	8.957309E-002	0.25
266	0	720.0	-0.245	2	6.772154E-001	1.81	1.668590E-008	0.26	8.962718E-002	0.25
267	0	722.5	-0.271	0	6.403844E-001	1.81	1.581308E-008	0.26	8.414064E-002	0.25
268	0	722.5	-0.271	1	6.407242E-001	1.81	1.581966E-008	0.26	8.428657E-002	0.25
269	0	722.5	-0.271	2	6.404582E-001	1.81	1.581497E-008	0.26	8.415387E-002	0.25
270	0	725.0	-0.300	0	6.170532E-001	1.81	1.526025E-008	0.26	8.063015E-002	0.25
271	0	725.0	-0.300	1	6.171125E-001	1.81	1.526057E-008	0.26	8.068172E-002	0.25
272	0	725.0	-0.300	2	6.170980E-001	1.81	1.526152E-008	0.26	8.063238E-002	0.25
273	0	727.5	-0.343	0	6.280823E-001	1.81	1.554268E-008	0.26	8.151108E-002	0.25
274	0	727.5	-0.343	1	6.282746E-001	1.81	1.554531E-008	0.26	8.157550E-002	0.25
275	0	727.5	-0.343	2	6.279046E-001	1.81	1.553652E-008	0.26	8.144996E-002	0.25
276	0	730.0	-0.405	0	6.597471E-001	1.81	1.633606E-008	0.26	8.508605E-002	0.25
277	0	730.0	-0.405	1	6.596878E-001	1.81	1.633465E-008	0.26	8.513231E-002	0.25
278	0	730.0	-0.405	2	6.594218E-001	1.81	1.632459E-008	0.26	8.501741E-002	0.25
279	0	732.5	-0.478	0	6.732629E-001	1.81	1.668773E-008	0.26	8.631317E-002	0.25
280	0	732.5	-0.478	1	6.731434E-001	1.81	1.668679E-008	0.26	8.628491E-002	0.25
281	0	732.5	-0.478	2	6.732629E-001	1.81	1.669469E-008	0.26	8.637229E-002	0.25
282	0	735.0	-0.554	0	6.696349E-001	1.81	1.663565E-008	0.26	8.538595E-002	0.25
283	0	735.0	-0.554	1	6.693979E-001	1.81	1.662775E-008	0.26	8.537456E-002	0.25
284	0	735.0	-0.554	2	6.690871E-001	1.81	1.662291E-008	0.26	8.529899E-002	0.25
285	0	737.5	-0.625	0	6.575708E-001	1.81	1.636995E-008	0.26	8.337059E-002	0.25
286	0	737.5	-0.625	1	6.573930E-001	1.81	1.636431E-008	0.26	8.325422E-002	0.25
287	0	737.5	-0.625	2	6.572600E-001	1.81	1.636464E-008	0.26	8.332606E-002	0.25
288	0	740.0	-0.682	0	6.141662E-001	1.81	1.532197E-008	0.26	7.738102E-002	0.25
289	0	740.0	-0.682	1	6.142857E-001	1.81	1.532286E-008	0.26	7.738068E-002	0.25
290	0	740.0	-0.682	2	6.142857E-001	1.81	1.532475E-008	0.26	7.737182E-002	0.25
291	0	742.5	-0.716	0	5.683361E-001	1.81	1.419379E-008	0.26	7.107664E-002	0.25
292	0	742.5	-0.716	1	5.682914E-001	1.81	1.419149E-008	0.26	7.103571E-002	0.25
293	0	742.5	-0.716	2	5.683506E-001	1.81	1.419506E-008	0.26	7.109321E-002	0.25
294	0	745.0	-0.719	0	5.135015E-001	1.81	1.281619E-008	0.26	6.372658E-002	0.25
295	0	745.0	-0.719	1	5.129393E-001	1.81	1.280335E-008	0.26	6.363387E-002	0.25
296	0	745.0	-0.719	2	5.132355E-001	1.81	1.281308E-008	0.26	6.367282E-002	0.25
297	0	747.5	-0.683	0	4.628449E-001	1.81	1.154096E-008	0.26	5.701872E-002	0.25
298	0	747.5	-0.683	1	4.628449E-001	1.81	1.153955E-008	0.26	5.703167E-002	0.25
299	0	747.5	-0.683	2	4.628449E-001	1.81	1.154143E-008	0.26	5.698916E-002	0.25
300	0	750.0	-0.600	0	4.322609E-001	1.81	1.075558E-008	0.26	5.279599E-002	0.25
301	0	750.0	-0.600	1	4.323202E-001	1.81	1.075652E-008	0.26	5.278874E-002	0.25
302	0	750.0	-0.600	2	4.325717E-001	1.81	1.076263E-008	0.26	5.282380E-002	0.25
303	0	752.5	-0.468	0	4.077753E-001	1.81	1.011759E-008	0.26	4.938393E-002	0.25
304	0	752.5	-0.468	1	4.077608E-001	1.81	1.011982E-008	0.26	4.936548E-002	0.25
305	0	752.5	-0.468	2	4.078938E-001	1.81	1.012111E-008	0.26	4.938943E-002	0.25
306	0	755.0	-0.294	0	3.923504E-001	1.81	9.709831E-009	0.26	4.710968E-002	0.25
307	0	755.0	-0.294	1	3.922767E-001	1.81	9.710302E-009	0.26	4.709682E-002	0.25
308	0	755.0	-0.294	2	3.921582E-001	1.81	9.707602E-009	0.26	4.710792E-002	0.25
309	0	757.5	-0.086	0	3.636912E-001	1.81	8.984891E-009	0.26	4.328123E-002	0.25
310	0	757.5	-0.086	1	3.636912E-001	1.81	8.984891E-009	0.26	4.329235E-002	0.25
311	0	757.5	-0.086	2	3.636767E-001	1.81	8.984891E-009	0.26	4.329420E-002	0.25
312	0	760.0	0.151	0	3.293180E-001	1.81	8.120515E-009	0.26	3.880327E-002	0.25
313	0	760.0	0.151	1	3.292588E-001	1.81	8.120515E-009	0.26	3.880152E-002	0.25
314	0	760.0	0.151	2	3.292588E-001	1.81	8.120515E-009	0.26	3.881064E-002	0.25
315	0	762.5	0.412	0	2.864175E-001	1.81	7.052695E-009	0.26	3.342045E-002	0.25
316	0	762.5	0.412	1	2.865360E-001	1.81	7.055741E-009	0.26	3.343518E-002	0.25
317	0	762.5	0.412	2	2.864175E-001	1.81	7.052224E-009	0.26	3.340561E-002	0.25
318	0	765.0	0.690	0	2.495864E-001	1.81	6.137114E-009	0.26	2.880906E-002	0.25
319	0	765.0	0.690	1	2.495272E-001	1.81	6.137114E-009	0.26	2.881093E-002	0.25
320	0	765.0	0.690	2	2.494679E-001	1.81	6.137114E-009	0.26	2.880532E-002	0.25
321	0	767.5	0.980	0	2.184101E-001	1.81	5.363203E-009	0.26	2.493621E-002	0.25
322	0	767.5	0.980	1	2.184101E-001	1.81	5.363203E-009	0.26	2.493621E-002	0.25
323	0	767.5	0.980	2	2.183509E-001	1.81	5.360975E-009	0.26	2.492137E-002	0.25
324	0	770.0	1.276	0	1.869833E-001	1.81	4.583075E-009	0.26	2.112801E-002	0.25
325	0	770.0	1.276	1	1.870571E-001	1.81	4.584833E-009	0.26	2.112614E-002	0.25
326	0	770.0	1.276	2	1.870426E-001	1.81	4.583075E-009	0.26	2.112614E-002	0.25
327	0	772.5	1.571	0	1.687003E-001	1.81	4.125513E-009	0.26	1.883912E-002	0.25
328	0	772.5	1.571	1	1.687003E-001	1.81	4.123297E-009	0.26	1.883818E-002	0.25
329	0	772.5	1.571	2	1.687741E-001	1.81	4.125513E-009	0.26	1.883912E-002	0.25
330	0	775.0	1.861	0	1.579084E-001	1.81	3.847107E-009	0.26	1.742906E-002	0.25
331	0	775.0	1.861	1	1.578939E-001	1.81	3.847986E-009	0.26	1.742631E-002	0.25
332	0	775.0	1.861	2	1.578346E-001	1.81	3.846228E-009	0.26	1.742169E-002	0.25
333	0	777.5	2.139	0	1.450296E-001	1.81	3.521891E-009	0.26	1.578954E-002	0.25
334	0	777.5	2.139	1	1.449558E-001	1.81	3.519263E-009	0.26	1.578860E-002	0.25
335	0	777.5	2.139	2	1.450151E-001	1.81	3.521247E-009	0.26	1.579238E-002	0.25
336	0	780.0	2.400	0	1.475914E-001	1.81	3.570875E-009	0.26	1.586263E-002	0.25
337	0	780.0	2.400	1	1.475914E-001	1.81	3.571989E-009	0.26	1.585895E-002	0.25
338	0	780.0	2.400	2	1.475914E-001	1.81	3.571989E-009	0.26	1.586357E-002	0.25
339	1	500.0	2.400	0	2.756972E-002	1.81	4.209839E-010	0.26	2.446248E-003	0.25
340	1	500.0	2.400	1	2.761932E-002	1.81	4.218358E-010	0.26	2.442092E-003	0.25
341	1	500.0	2.400	2	2.761407E-002	1.81	4.217599E-010	0.26	2.449488E-003	0.25
342	1	502.5	2.447	0	3.298402E-002	1.81	5.266160E-010	0.26	3.091111E-003	0.25
343	1	502.5	2.447	1	3.297654E-002	1.81	5.266748E-010	0.26	3.092275E-003	0.25
344	1	502.5	2.447	2	3.302465E-002	1.81	5.272917E-010	0.26	3.095755E-003	0.25
345	1	505.0	2.472	0	4.124809E-002	1.81	6.894846E-010	0.26	4.089892E-003	0.25
346	1	505.0	2.472	1	4.124447E-002	1.81	6.896452E-010	0.26	4.089873E-003	0.25
347	1	505.0	2.472	2	4.121086E-002	1.81	6.887837E-010	0.26	4.087124E-003	0.25
348	1	507.5	2.479	0	5.418802E-002	1.81	9.524191E-010	0.26	5.697002E-003	0.25
349	1	507.5	2.479	1	5.432112E-002	1.81	9.526975E-010	0.26	5.693958E-003	0.25
350	1	507.5	2.479	2	5.444152E-002	1.81	9.551138E-010	0.26	5.702077E-003	0.25
351	1	510.0	2.472	0	7.242967E-002	1.81	1.331344E-009	0.26	8.025012E-003	0.25
352	1	510.0	2.472	1	7.255905E-002	1.81	1.333891E-009	0.26	8.039586E-003	0.25
353	1	510.0	2.472	2	7.255770E-002	1.81	1.333758E-009	0.26	8.034743E-003	0.25
354	1	512.5	2.456	0	9.468285E-002	1.81	1.818030E-009	0.26	1.104496E-002	0.25
355	1	512.5	2.456	1	9.503807E-002	1.81	1.821604E-009	0.26	1.104235E-002	0.25
356	1	512.5	2.456	2	9.499589E-002	1.81	1.821088E-009	0.26	1.105189E-002	0.25
357	1	515.0	2.436	0	1.256215E-001	1.81	2.504627E-009	0.26	1.527536E-002	0.25
358	1	515.0	2.436	1	1.255919E-001	1.81	2.502848E-009	0.26	1.525457E-002	0.25
359	1	515.0	2.436	2	1.256958E-001	1.81	2.506902E-009	0.26	1.527737E-002	0.25
360	1	517.5	2.416	0	1.674502E-001	1.81	3.459316E-009	0.26	2.121223E-002	0.25
361	1	517.5	2.416	1	1.672941E-001	1.81	3.453117E-009	0.26	2.115766E-002	0.25
362	1	517.5	2.416	2	1.674355E-001	1.81	3.457807E-009	0.26	2.119700E-002	0.25
363	1	520.0	2.400	0	2.290472E-001	1.81	4.899763E-009	0.26	3.013396E-002	0.25
364	1	520.0	2.400	1	2.290461E-001	1.81	4.897898E-009	0.26	3.012346E-002	0.25
365	1	520.0	2.400	2	2.290836E-001	1.81	4.898421E-009	0.26	3.014732E-002	0.25
366	1	522.5	2.393	0	3.264174E-001	1.81	7.217363E-009	0.26	4.453512E-002	0.25
367	1	522.5	2.393	1	3.263509E-001	1.81	7.213139E-009	0.26	4.450157E-002	0.25
368	1	522.5	2.393	2	3.267064E-001	1.81	7.221757E-009	0.26	4.453038E-002	0.25
369	1	525.0	2.400	0	4.370125E-001	1.81	9.932115E-009	0.26	6.151074E-002	0.25
370	1	525.0	2.400	1	4.368347E-001	1.81	9.910025E-009	0.26	6.150487E-002	0.25
371	1	525.0	2.400	2	4.370731E-001	1.81	9.912832E-009	0.26	6.152625E-002	0.25
372	1	527.5	2.419	0	4.857321E-001	1.81	1.125071E-008	0.26	7.013657E-002	0.25
373	1	527.5	2.419	1	4.857018E-001	1.81	1.124897E-008	0.26	7.010405E-002	0.25
374	1	527.5	2.419	2	4.858203E-001	1.81	1.125536E-008	0.26	7.016795E-002	0.25
375	1	530.0	2.446	0	4.403580E-001	1.81	1.034363E-008	0.26	6.480940E-002	0.25
376	1	530.0	2.446	1	4.402250E-001	1.81	1.033893E-008	0.26	6.481385E-002	0.25
377	1	530.0	2.446	2	4.405082E-001	1.81	1.034806E-008	0.26	6.481922E-002	0.25
378	1	532.5	2.477	0	3.551794E-001	1.81	8.438188E-009	0.26	5.320694E-002	0.25
379	1	532.5	2.477	1	3.551201E-001	1.81	8.437007E-009	0.26	5.322650E-002	0.25
380	1	532.5	2.477	2	3.550028E-001	1.81	8.430553E-009	0.26	5.318642E-002	0.25
381	1	535.0	2.513	0	2.773739E-001	1.81	6.650337E-009	0.26	4.219427E-002	0.25
382	1	535.0	2.513	1	2.769736E-001	1.81	6.648986E-009	0.26	4.220326E-002	0.25
383	1	535.0	2.513	2	2.766919E-001	1.81	6.643542E-009	0.26	4.214981E-002	0.25
384	1	537.5	2.550	0	2.332573E-001	1.81	5.674934E-009	0.26	3.619228E-002	0.25
385	1	537.5	2.550	1	2.334360E-001	1.81	5.674999E-009	0.26	3.614980E-002	0.25
386	1	537.5	2.550	2	2.334808E-001	1.81	5.678043E-009	0.26	3.618496E-002	0.25
387	1	540.0	2.587	0	2.211195E-001	1.81	5.458994E-009	0.26	3.488778E-002	0.25
388	1	540.0	2.587	1	2.213117E-001	1.81	5.462982E-009	0.26	3.488504E-002	0.25
389	1	540.0	2.587	2	2.212525E-001	1.81	5.460345E-009	0.26	3.487757E-002	0.25
390	1	542.5	2.623	0	2.307266E-001	1.81	5.790116E-009	0.26	3.701673E-002	0.25
391	1	542.5	2.623	1	2.308307E-001	1.81	5.793461E-009	0.26	3.702135E-002	0.25
392	1	542.5	2.623	2	2.309044E-001	1.81	5.792753E-009	0.26	3.700739E-002	0.25
393	1	545.0	2.654	0	2.577293E-001	1.81	6.606156E-009	0.26	4.215147E-002	0.25
394	1	545.0	2.654	1	2.578175E-001	1.81	6.607099E-009	0.26	4.213773E-002	0.25
395	1	545.0	2.654	2	2.577582E-001	1.81	6.604226E-009	0.26	4.212663E-002	0.25
396	1	547.5	2.681	0	2.561590E-001	1.81	6.634633E-009	0.26	4.237638E-002	0.25
397	1	547.5	2.681	1	2.561142E-001	1.81	6.632704E-009	0.26	4.236712E-002	0.25
398	1	547.5	2.681	2	2.562327E-001	1.81	6.638213E-009	0.26	4.239688E-002	0.25
399	1	550.0	2.700	0	2.197872E-001	1.81	5.636563E-009	0.26	3.637644E-002	0.25
400	1	550.0	2.700	1	2.195502E-001	1.81	5.634641E-009	0.26	3.636452E-002	0.25
401	1	550.0	2.700	2	2.196094E-001	1.81	5.633464E-009	0.26	3.635979E-002	0.25
402	1	552.5	2.714	0	2.023782E-001	1.81	5.168002E-009	0.26	3.369713E-002	0.25
403	1	552.5	2.714	1	2.024375E-001	1.81	5.168400E-009	0.26	3.368498E-002	0.25
404	1	552.5	2.714	2	2.025112E-001	1.81	5.171272E-009	0.26	3.370168E-002	0.25
405	1	555.0	2.724	0	1.975518E-001	1.81	5.046025E-009	0.26	3.307447E-002	0.25
406	1	555.0	2.724	1	1.974780E-001	1.81	5.043967E-009	0.26	3.306051E-002	0.25
407	1	555.0	2.724	2	1.974780E-001	1.81	5.045317E-009	0.26	3.306798E-002	0.25
408	1	557.5	2.732	0	1.943549E-001	1.81	4.980061E-009	0.26	3.273862E-002	0.25
409	1	557.5	2.732	1	1.943996E-001	1.81	4.982452E-009	0.26	3.275884E-002	0.25
410	1	557.5	2.732	2	1.944589E-001	1.81	4.982688E-009	0.26	3.275895E-002	0.25
411	1	560.0	2.736	0	1.899577E-001	1.81	4.890710E-009	0.26	3.220189E-002	0.25
412	1	560.0	2.736	1	1.899880E-001	1.81	4.891289E-009	0.26	3.221853E-002	0.25
413	1	560.0	2.736	2	1.899577E-001	1.81	4.887611E-009	0.26	3.218797E-002	0.25
414	1	562.5	2.738	0	1.876338E-001	1.81	4.848834E-009	0.26	3.197981E-002	0.25
415	1	562.5	2.738	1	1.877523E-001	1.81	4.852510E-009	0.26	3.200567E-002	0.25
416	1	562.5	2.738	2	1.877523E-001	1.81	4.850762E-009	0.26	3.197984E-002	0.25
417	1	565.0	2.736	0	1.966050E-001	1.81	5.094290E-009	0.26	3.366469E-002	0.25
418	1	565.0	2.736	1	1.967525E-001	1.81	5.096756E-009	0.26	3.365822E-002	0.25
419	1	565.0	2.736	2	1.967380E-001	1.81	5.098685E-009	0.26	3.368508E-002	0.25
420	1	567.5	2.732	0	2.151240E-001	1.81	5.589109E-009	0.26	3.693710E-002	0.25
421	1	567.5	2.732	1	2.150938E-001	1.81	5.586536E-009	0.26	3.693253E-002	0.25
422	1	567.5	2.732	2	2.149608E-001	1.81	5.585186E-009	0.26	3.693622E-002	0.25
423	1	570.0	2.724	0	2.326067E-001	1.81	6.061023E-009	0.26	4.006336E-002	0.25
424	1	570.0	2.724	1	2.324882E-001	1.81	6.059327E-009	0.26	4.006347E-002	0.25
425	1	570.0	2.724	2	2.324290E-001	1.81	6.055983E-009	0.26	4.004209E-002	0.25
426	1	572.5	2.714	0	2.445532E-001	1.81	6.384235E-009	0.26	4.221539E-002	0.25
427	1	572.5	2.714	1	2.445387E-001	1.81	6.385349E-009	0.26	4.221439E-002	0.25
428	1	572.5	2.714	2	2.445532E-001	1.81	6.388458E-009	0.26	4.224220E-002	0.25
429	1	575.0	2.700	0	2.542789E-001	1.81	6.647228E-009	0.26	4.398815E-002	0.25
430	1	575.0	2.700	1	2.543526E-001	1.81	6.647228E-009	0.26	4.397879E-002	0.25
431	1	575.0	2.700	2	2.544119E-001	1.81	6.650508E-009	0.26	4.401586E-002	0.25
432	1	577.5	2.684	0	2.632800E-001	1.81	6.892117E-009	0.26	4.560728E-002	0.25
433	1	577.5	2.684	1	2.632655E-001	1.81	6.890595E-009	0.26	4.560996E-002	0.25
434	1	577.5	2.684	2	2.632063E-001	1.81	6.888431E-009	0.26	4.558508E-002	0.25
435	1	580.0	2.664	0	2.694388E-001	1.81	7.069524E-009	0.26	4.671661E-002	0.25
436	1	580.0	2.664	1	2.694098E-001	1.81	7.071616E-009	0.26	4.674616E-002	0.25
437	1	580.0	2.664	2	2.695125E-001	1.81	7.073095E-009	0.26	4.674986E-002	0.25
438	1	582.5	2.642	0	2.723249E-001	1.81	7.170579E-009	0.26	4.727913E-002	0.25
439	1	582.5	2.642	1	2.722512E-001	1.81	7.169871E-009	0.26	4.728737E-002	0.25
440	1	582.5	2.642	2	2.723842E-001	1.81	7.170579E-009	0.26	4.727812E-002	0.25
441	1	585.0	2.616	0	2.822438E-001	1.81	7.464447E-009	0.26	4.903240E-002	0.25
442	1	585.0	2.616	1	2.822438E-001	1.81	7.468541E-009	0.26	4.907490E-002	0.25
