External Quantum Efficiency	v1.4.7137.26188
Date Time:	Sunday, 05 June 2022 17:51:47
Dimensions:	4
TotalSteps:	3390
SourceFile 	D:\users\nanoscalesolar\Documents\Eitan\Cal.eqe
Sample:    	?
Operator:  	Nanoscalesolar
Comments:  	

Loops:
>	Repeat 10 times
>	Wavelength from 500.0 to 780.0 [nm] in 113 steps
>	Focus Correction [no-loop]
>	Repeat 3 times

Operations:
>	Delay [100 ms]
>	LockIn Sensitivity Tracker
>	LockIn Amplifier : M
>	LockIn Amplifier : IS
>	LockIn Amplifier : R

Parameters:
>	Repeat	x	0	10	R	{From=0,To=9}
>	Wavelength	nm	1	113	R	{From=500,To=780}
>	Focus CorrectionY	µm	3	1	V	0
>	Repeat	x	0	3	R	{From=0,To=2}

Results:
>	M	V	-1
>	Phase	'	2
>	IS	A	-1
>	Phase	'	2
>	R	V	-1
>	Phase	'	2

-= Wavelength - AOTF VIS =-
Channels:     	8
Range:        	370 - 800 nm
AutoOptPower: 	ON
Modulation:   	ON
Ch:0	Wavelength: 500.0 nm	Frequency: 126.775 MHz	Power: 5000

-= Focus Correction =-
Piezo X:     	OFF
Piezo Y:     	ON 'NewNKT_Focus_corr'
Piezo Z:     	OFF

-= LockIn Sensitivity Tracker =-
Active: 	LIA I, LIA II, LIA III

-= LockIn Amplifier - LIA I =-
OutputParameter:      	M
Sensitivity:          	500 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.98
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA III =-
OutputParameter:      	IS
Sensitivity:          	10 nA
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.982
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	I (1MΩ)
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA II =-
OutputParameter:      	R
Sensitivity:          	50 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.9782
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating


Index	Repeat [x]	Wavelength [nm]	Focus CorrectionY [µm]	Repeat [x]	M [V]	Phase [']	IS [A]	Phase [']	R [V]	Phase [']
894	2	680.0	0.475	0	3.977744E-001	1.82	1.003209E-008	0.27	4.944947E-002	0.25
895	2	680.0	0.475	1	3.977153E-001	1.82	1.003209E-008	0.27	4.944852E-002	0.25
896	2	680.0	0.475	2	3.975972E-001	1.82	1.003609E-008	0.27	4.948376E-002	0.25
897	2	682.5	0.411	0	3.927565E-001	1.82	9.892424E-009	0.27	4.865006E-002	0.25
898	2	682.5	0.411	1	3.927413E-001	1.82	9.896175E-009	0.27	4.867131E-002	0.25
899	2	682.5	0.411	2	3.928003E-001	1.82	9.896802E-009	0.27	4.866668E-002	0.25
900	2	685.0	0.346	0	3.837258E-001	1.82	9.645935E-009	0.27	4.725752E-002	0.25
901	2	685.0	0.346	1	3.836668E-001	1.82	9.645935E-009	0.27	4.725656E-002	0.25
902	2	685.0	0.346	2	3.838002E-001	1.82	9.643543E-009	0.27	4.724927E-002	0.25
903	2	687.5	0.281	0	3.713798E-001	1.82	9.302214E-009	0.27	4.535816E-002	0.25
904	2	687.5	0.281	1	3.713645E-001	1.82	9.297752E-009	0.27	4.533232E-002	0.25
905	2	687.5	0.281	2	3.713798E-001	1.82	9.299979E-009	0.27	4.534887E-002	0.25
906	2	690.0	0.218	0	3.579686E-001	1.82	8.937523E-009	0.27	4.336335E-002	0.25
907	2	690.0	0.218	1	3.580277E-001	1.82	8.937281E-009	0.27	4.336144E-002	0.25
908	2	690.0	0.218	2	3.580124E-001	1.82	8.935285E-009	0.27	4.335031E-002	0.25
909	2	692.5	0.158	0	3.537338E-001	1.82	8.790505E-009	0.27	4.243346E-002	0.25
910	2	692.5	0.158	1	3.537338E-001	1.82	8.790746E-009	0.27	4.242883E-002	0.25
911	2	692.5	0.158	2	3.537929E-001	1.82	8.795365E-009	0.27	4.245658E-002	0.25
912	2	695.0	0.101	0	3.675899E-001	1.82	9.110698E-009	0.27	4.376016E-002	0.25
913	2	695.0	0.101	1	3.675747E-001	1.82	9.113957E-009	0.27	4.377130E-002	0.25
914	2	695.0	0.101	2	3.675899E-001	1.82	9.110216E-009	0.27	4.375360E-002	0.25
915	2	697.5	0.048	0	3.885818E-001	1.82	9.620567E-009	0.27	4.597154E-002	0.25
916	2	697.5	0.048	1	3.885818E-001	1.82	9.625678E-009	0.27	4.600027E-002	0.25
917	2	697.5	0.048	2	3.886408E-001	1.82	9.617694E-009	0.27	4.594378E-002	0.25
918	2	700.0	0.000	0	4.028075E-001	1.82	9.991006E-009	0.27	4.749715E-002	0.25
919	2	700.0	0.000	1	4.030742E-001	1.82	9.993639E-009	0.27	4.750273E-002	0.25
920	2	700.0	0.000	2	4.030304E-001	1.82	9.987506E-009	0.27	4.747049E-002	0.25
921	2	702.5	-0.042	0	4.117640E-001	1.82	1.023064E-008	0.27	4.836789E-002	0.25
922	2	702.5	-0.042	1	4.117640E-001	1.82	1.023064E-008	0.27	4.836133E-002	0.25
923	2	702.5	-0.042	2	4.117049E-001	1.82	1.022752E-008	0.27	4.835124E-002	0.25
924	2	705.0	-0.079	0	4.165597E-001	1.82	1.037079E-008	0.27	4.873158E-002	0.25
925	2	705.0	-0.079	1	4.165597E-001	1.82	1.037257E-008	0.27	4.874070E-002	0.25
926	2	705.0	-0.079	2	4.165597E-001	1.82	1.037344E-008	0.27	4.874901E-002	0.25
927	2	707.5	-0.112	0	4.173152E-001	1.82	1.039196E-008	0.27	4.849932E-002	0.25
928	2	707.5	-0.112	1	4.173304E-001	1.82	1.039181E-008	0.27	4.849469E-002	0.25
929	2	707.5	-0.112	2	4.173304E-001	1.82	1.038974E-008	0.27	4.848813E-002	0.25
930	2	710.0	-0.142	0	4.138074E-001	1.82	1.028584E-008	0.27	4.763049E-002	0.25
931	2	710.0	-0.142	1	4.137484E-001	1.82	1.028496E-008	0.27	4.762401E-002	0.25
932	2	710.0	-0.142	2	4.138817E-001	1.82	1.028657E-008	0.27	4.762681E-002	0.25
933	2	712.5	-0.169	0	4.037851E-001	1.82	1.000162E-008	0.27	4.591426E-002	0.25
934	2	712.5	-0.169	1	4.036517E-001	1.82	1.000410E-008	0.27	4.593361E-002	0.25
935	2	712.5	-0.169	2	4.037260E-001	1.82	1.001135E-008	0.27	4.596786E-002	0.25
936	2	715.0	-0.194	0	3.884636E-001	1.82	9.609170E-009	0.27	4.372233E-002	0.25
937	2	715.0	-0.194	1	3.885970E-001	1.82	9.605814E-009	0.27	4.369553E-002	0.25
938	2	715.0	-0.194	2	3.885970E-001	1.82	9.606692E-009	0.27	4.370191E-002	0.25
939	2	717.5	-0.219	0	3.686122E-001	1.82	9.094096E-009	0.27	4.094748E-002	0.25
940	2	717.5	-0.219	1	3.686713E-001	1.82	9.093710E-009	0.27	4.094844E-002	0.25
941	2	717.5	-0.219	2	3.686713E-001	1.82	9.092591E-009	0.27	4.094092E-002	0.25
942	2	720.0	-0.245	0	3.495305E-001	1.82	8.619323E-009	0.27	3.843370E-002	0.25
943	2	720.0	-0.245	1	3.495153E-001	1.82	8.621717E-009	0.27	3.844010E-002	0.25
944	2	720.0	-0.245	2	3.493971E-001	1.82	8.620839E-009	0.27	3.843370E-002	0.25
945	2	722.5	-0.271	0	3.279175E-001	1.82	8.090218E-009	0.27	3.572279E-002	0.25
946	2	722.5	-0.271	1	3.275326E-001	1.82	8.086467E-009	0.27	3.571533E-002	0.25
947	2	722.5	-0.271	2	3.275326E-001	1.82	8.087981E-009	0.27	3.572646E-002	0.25
948	2	725.0	-0.300	0	3.115301E-001	1.82	7.704274E-009	0.27	3.372517E-002	0.25
949	2	725.0	-0.300	1	3.115891E-001	1.82	7.707389E-009	0.27	3.373621E-002	0.25
950	2	725.0	-0.300	2	3.115891E-001	1.82	7.708508E-009	0.27	3.375021E-002	0.25
951	2	727.5	-0.329	0	3.145644E-001	1.82	7.793487E-009	0.27	3.380941E-002	0.25
952	2	727.5	-0.329	1	3.145492E-001	1.82	7.793245E-009	0.27	3.380382E-002	0.25
953	2	727.5	-0.329	2	3.146235E-001	1.82	7.790130E-009	0.27	3.379646E-002	0.25
954	2	730.0	-0.358	0	3.251928E-001	1.82	8.057359E-009	0.27	3.462554E-002	0.25
955	2	730.0	-0.358	1	3.252671E-001	1.82	8.063983E-009	0.27	3.465602E-002	0.25
956	2	730.0	-0.358	2	3.251928E-001	1.82	8.064620E-009	0.27	3.466337E-002	0.25
957	2	732.5	-0.385	0	3.234903E-001	1.82	8.019781E-009	0.27	3.413407E-002	0.25
958	2	732.5	-0.385	1	3.234903E-001	1.82	8.019385E-009	0.27	3.412943E-002	0.25
959	2	732.5	-0.385	2	3.235646E-001	1.82	8.023137E-009	0.27	3.414712E-002	0.25
960	2	735.0	-0.413	0	3.114119E-001	1.82	7.710263E-009	0.27	3.245672E-002	0.25
961	2	735.0	-0.413	1	3.113529E-001	1.82	7.706753E-009	0.27	3.244463E-002	0.25
962	2	735.0	-0.413	2	3.114119E-001	1.82	7.707630E-009	0.27	3.245305E-002	0.25
963	2	737.5	-0.441	0	2.998642E-001	1.82	7.406662E-009	0.27	3.083822E-002	0.25
964	2	737.5	-0.441	1	2.996870E-001	1.82	7.401551E-009	0.27	3.081797E-002	0.25
965	2	737.5	-0.441	2	2.997461E-001	1.82	7.404425E-009	0.27	3.083278E-002	0.25
966	2	740.0	-0.469	0	2.767259E-001	1.82	6.813347E-009	0.27	2.807370E-002	0.25
967	2	740.0	-0.469	1	2.764897E-001	1.82	6.809837E-009	0.27	2.806635E-002	0.25
968	2	740.0	-0.469	2	2.765487E-001	1.82	6.813347E-009	0.27	2.808483E-002	0.25
969	2	742.5	-0.499	0	2.538544E-001	1.82	6.246513E-009	0.27	2.549967E-002	0.25
970	2	742.5	-0.499	1	2.538544E-001	1.82	6.248268E-009	0.27	2.551640E-002	0.25
971	2	742.5	-0.499	2	2.538544E-001	1.82	6.253774E-009	0.27	2.553479E-002	0.25
972	2	745.0	-0.530	0	2.259935E-001	1.82	5.570632E-009	0.27	2.254819E-002	0.25
973	2	745.0	-0.530	1	2.259344E-001	1.82	5.569370E-009	0.27	2.254083E-002	0.25
974	2	745.0	-0.530	2	2.258754E-001	1.82	5.566255E-009	0.27	2.253620E-002	0.25
975	2	747.5	-0.564	0	2.036698E-001	1.82	5.032676E-009	0.27	2.018697E-002	0.25
976	2	747.5	-0.564	1	2.035507E-001	1.82	5.028288E-009	0.27	2.017120E-002	0.25
977	2	747.5	-0.564	2	2.035507E-001	1.82	5.031403E-009	0.27	2.018697E-002	0.25
978	2	750.0	-0.600	0	1.932034E-001	1.82	4.794412E-009	0.27	1.905077E-002	0.25
979	2	750.0	-0.600	1	1.932034E-001	1.82	4.791538E-009	0.27	1.904059E-002	0.25
980	2	750.0	-0.600	2	1.931443E-001	1.82	4.791538E-009	0.27	1.903868E-002	0.25
981	2	752.5	-0.638	0	1.848396E-001	1.82	4.582386E-009	0.27	1.805519E-002	0.25
982	2	752.5	-0.638	1	1.847063E-001	1.82	4.582386E-009	0.27	1.805800E-002	0.25
983	2	752.5	-0.638	2	1.848244E-001	1.82	4.584382E-009	0.27	1.806632E-002	0.25
984	2	755.0	-0.678	0	1.789624E-001	1.82	4.430116E-009	0.27	1.731685E-002	0.25
985	2	755.0	-0.678	1	1.789033E-001	1.82	4.431861E-009	0.27	1.732516E-002	0.25
986	2	755.0	-0.678	2	1.789033E-001	1.82	4.431861E-009	0.27	1.732420E-002	0.25
987	2	757.5	-0.719	0	1.670450E-001	1.82	4.123642E-009	0.27	1.598447E-002	0.25
988	2	757.5	-0.719	1	1.671041E-001	1.82	4.123160E-009	0.27	1.598447E-002	0.25
989	2	757.5	-0.719	2	1.671041E-001	1.82	4.123401E-009	0.27	1.598447E-002	0.25
990	2	760.0	-0.761	0	1.512197E-001	1.82	3.715848E-009	0.27	1.425790E-002	0.25
991	2	760.0	-0.761	1	1.512197E-001	1.82	3.714093E-009	0.27	1.425422E-002	0.25
992	2	760.0	-0.761	2	1.512349E-001	1.82	3.716725E-009	0.27	1.426631E-002	0.25
993	2	762.5	-0.804	0	1.345807E-001	1.82	3.290445E-009	0.27	1.249158E-002	0.25
994	2	762.5	-0.804	1	1.345217E-001	1.82	3.288690E-009	0.27	1.249158E-002	0.25
995	2	762.5	-0.804	2	1.345217E-001	1.82	3.288690E-009	0.27	1.248790E-002	0.25
996	2	765.0	-0.848	0	1.163717E-001	1.82	2.829309E-009	0.27	1.063559E-002	0.25
997	2	765.0	-0.848	1	1.163717E-001	1.82	2.829309E-009	0.27	1.063559E-002	0.25
998	2	765.0	-0.848	2	1.162974E-001	1.82	2.829309E-009	0.27	1.063191E-002	0.25
999	2	767.5	-0.893	0	1.035073E-001	1.82	2.500978E-009	0.27	9.326859E-003	0.25
1000	2	767.5	-0.893	1	1.035073E-001	1.82	2.501855E-009	0.27	9.327335E-003	0.25
1001	2	767.5	-0.893	2	1.035073E-001	1.82	2.502733E-009	0.27	9.329184E-003	0.25
1002	2	770.0	-0.938	0	8.774145E-002	1.82	2.111552E-009	0.27	7.810392E-003	0.25
1003	2	770.0	-0.938	1	8.774145E-002	1.82	2.110674E-009	0.27	7.803900E-003	0.25
1004	2	770.0	-0.938	2	8.771192E-002	1.82	2.110434E-009	0.27	7.806225E-003	0.25
1005	2	772.5	-0.985	0	7.960682E-002	1.82	1.908773E-009	0.27	6.995686E-003	0.25
1006	2	772.5	-0.985	1	7.960682E-002	1.82	1.910648E-009	0.27	7.000341E-003	0.25
1007	2	772.5	-0.985	2	7.960682E-002	1.82	1.911646E-009	0.27	7.002190E-003	0.25
1008	2	775.0	-1.031	0	7.456624E-002	1.82	1.784782E-009	0.27	6.478038E-003	0.25
1009	2	775.0	-1.031	1	7.459578E-002	1.82	1.785096E-009	0.27	6.481737E-003	0.25
1010	2	775.0	-1.031	2	7.460342E-002	1.82	1.785096E-009	0.27	6.479887E-003	0.25
1011	2	777.5	-1.078	0	6.722368E-002	1.82	1.597006E-009	0.27	5.742936E-003	0.25
1012	2	777.5	-1.078	1	6.712737E-002	1.82	1.597006E-009	0.27	5.742936E-003	0.25
1013	2	777.5	-1.078	2	6.715690E-002	1.82	1.597320E-009	0.27	5.741087E-003	0.25
1014	2	780.0	-1.126	0	6.728275E-002	1.82	1.589828E-009	0.27	5.665663E-003	0.25
1015	2	780.0	-1.126	1	6.731229E-002	1.82	1.590502E-009	0.27	5.669362E-003	0.25
1016	2	780.0	-1.126	2	6.731229E-002	1.82	1.589708E-009	0.27	5.667512E-003	0.25
1017	3	500.0	2.400	0	1.673277E-003	1.82	2.905771E-011	0.27	1.354310E-004	0.25
1018	3	500.0	2.400	1	1.671654E-003	1.82	2.842868E-011	0.27	1.349814E-004	0.25
1019	3	500.0	2.400	2	1.675364E-003	1.82	2.829902E-011	0.26	1.358645E-004	0.25
1020	3	502.5	2.447	0	2.706567E-003	1.82	4.882642E-011	0.27	2.342898E-004	0.25
1021	3	502.5	2.447	1	2.708698E-003	1.82	4.870748E-011	0.26	2.352792E-004	0.25
1022	3	502.5	2.447	2	2.714949E-003	1.82	4.889251E-011	0.27	2.341596E-004	0.25
1023	3	505.0	2.472	0	4.423173E-003	1.83	8.352844E-011	0.27	4.068928E-004	0.25
1024	3	505.0	2.472	1	4.426575E-003	1.82	8.340399E-011	0.27	4.050173E-004	0.26
1025	3	505.0	2.472	2	4.427627E-003	1.82	8.386959E-011	0.27	4.068739E-004	0.26
1026	3	507.5	2.479	0	6.747514E-003	1.82	1.326126E-010	0.27	6.526860E-004	0.25
1027	3	507.5	2.479	1	6.768225E-003	1.83	1.329885E-010	0.27	6.519494E-004	0.25
1028	3	507.5	2.479	2	6.744925E-003	1.82	1.327389E-010	0.27	6.508554E-004	0.25
1029	3	510.0	2.472	0	9.272258E-003	1.82	1.883789E-010	0.27	9.364323E-004	0.25
1030	3	510.0	2.472	1	9.239971E-003	1.82	1.880837E-010	0.27	9.339362E-004	0.25
1031	3	510.0	2.472	2	9.270481E-003	1.82	1.891380E-010	0.27	9.356648E-004	0.25
1032	3	512.5	2.456	0	1.287981E-002	1.82	2.709219E-010	0.27	1.361388E-003	0.25
1033	3	512.5	2.456	1	1.289502E-002	1.82	2.715247E-010	0.27	1.362317E-003	0.25
1034	3	512.5	2.456	2	1.288242E-002	1.82	2.715373E-010	0.27	1.362117E-003	0.25
1035	3	515.0	2.436	0	1.908158E-002	1.82	4.149899E-010	0.27	2.101095E-003	0.25
1036	3	515.0	2.436	1	1.911756E-002	1.82	4.160613E-010	0.27	2.105270E-003	0.25
1037	3	515.0	2.436	2	1.910096E-002	1.82	4.154792E-010	0.27	2.105390E-003	0.25
1038	3	517.5	2.416	0	2.923760E-002	1.82	6.603432E-010	0.27	3.364030E-003	0.25
1039	3	517.5	2.416	1	2.928916E-002	1.82	6.599957E-010	0.27	3.360820E-003	0.25
1040	3	517.5	2.416	2	2.933170E-002	1.82	6.606888E-010	0.27	3.362085E-003	0.25
1041	3	520.0	2.400	0	4.620924E-002	1.82	1.075325E-009	0.27	5.505890E-003	0.25
1042	3	520.0	2.400	1	4.629656E-002	1.82	1.076270E-009	0.27	5.510492E-003	0.25
1043	3	520.0	2.400	2	4.625588E-002	1.82	1.075069E-009	0.27	5.502536E-003	0.25
1044	3	522.5	2.393	0	7.821727E-002	1.82	1.875893E-009	0.27	9.623665E-003	0.25
1045	3	522.5	2.393	1	7.825482E-002	1.82	1.874914E-009	0.27	9.629177E-003	0.25
1046	3	522.5	2.393	2	7.814681E-002	1.82	1.872281E-009	0.27	9.620457E-003	0.25
1047	3	525.0	2.400	0	1.294094E-001	1.82	3.194431E-009	0.27	1.643976E-002	0.25
1048	3	525.0	2.400	1	1.294880E-001	1.82	3.195926E-009	0.27	1.644890E-002	0.25
1049	3	525.0	2.400	2	1.294828E-001	1.82	3.195743E-009	0.27	1.644674E-002	0.25
1050	3	527.5	2.419	0	1.890944E-001	1.82	4.777495E-009	0.27	2.464556E-002	0.25
1051	3	527.5	2.419	1	1.890791E-001	1.82	4.776425E-009	0.27	2.465070E-002	0.25
1052	3	527.5	2.419	2	1.891682E-001	1.82	4.776737E-009	0.27	2.464012E-002	0.25
1053	3	530.0	2.446	0	2.292060E-001	1.82	5.899688E-009	0.27	3.052012E-002	0.25
1054	3	530.0	2.446	1	2.295833E-001	1.82	5.905595E-009	0.27	3.052892E-002	0.25
1055	3	530.0	2.446	2	2.294637E-001	1.82	5.901837E-009	0.27	3.049349E-002	0.25
1056	3	532.5	2.477	0	2.244225E-001	1.82	5.881887E-009	0.27	3.044984E-002	0.25
1057	3	532.5	2.477	1	2.245635E-001	1.82	5.885676E-009	0.27	3.045870E-002	0.25
1058	3	532.5	2.477	2	2.244606E-001	1.82	5.883575E-009	0.27	3.044741E-002	0.25
1059	3	535.0	2.513	0	1.938774E-001	1.82	5.163458E-009	0.27	2.674965E-002	0.25
1060	3	535.0	2.513	1	1.938017E-001	1.82	5.160546E-009	0.27	2.673709E-002	0.25
1061	3	535.0	2.513	2	1.938108E-001	1.82	5.163217E-009	0.27	2.675694E-002	0.25
1062	3	537.5	2.550	0	1.711302E-001	1.82	4.623313E-009	0.27	2.399705E-002	0.25
1063	3	537.5	2.550	1	1.710635E-001	1.82	4.626813E-009	0.27	2.401826E-002	0.25
1064	3	537.5	2.550	2	1.710192E-001	1.82	4.626572E-009	0.27	2.401914E-002	0.25
1065	3	540.0	2.587	0	1.610273E-001	1.82	4.420030E-009	0.27	2.294789E-002	0.25
1066	3	540.0	2.587	1	1.610711E-001	1.82	4.422614E-009	0.27	2.296124E-002	0.25
1067	3	540.0	2.587	2	1.609754E-001	1.82	4.420425E-009	0.27	2.295013E-002	0.25
1068	3	542.5	2.623	0	1.559122E-001	1.82	4.330442E-009	0.27	2.248443E-002	0.25
1069	3	542.5	2.623	1	1.558894E-001	1.82	4.327529E-009	0.27	2.247123E-002	0.25
1070	3	542.5	2.623	2	1.559270E-001	1.82	4.326292E-009	0.27	2.245596E-002	0.25
1071	3	545.0	2.654	0	1.475632E-001	1.82	4.117943E-009	0.27	2.143567E-002	0.25
1072	3	545.0	2.654	1	1.475189E-001	1.82	4.116705E-009	0.27	2.142118E-002	0.25
1073	3	545.0	2.654	2	1.474889E-001	1.82	4.117139E-009	0.27	2.143045E-002	0.25
1074	3	547.5	2.681	0	1.377933E-001	1.82	3.845994E-009	0.27	2.012817E-002	0.25
1075	3	547.5	2.681	1	1.378599E-001	1.82	3.849947E-009	0.27	2.013137E-002	0.25
1076	3	547.5	2.681	2	1.376813E-001	1.82	3.845716E-009	0.27	2.012026E-002	0.25
1077	3	550.0	2.700	0	1.303245E-001	1.82	3.639316E-009	0.27	1.912476E-002	0.25
1078	3	550.0	2.700	1	1.302136E-001	1.82	3.636009E-009	0.27	1.911460E-002	0.25
1079	3	550.0	2.700	2	1.302441E-001	1.82	3.637368E-009	0.27	1.912332E-002	0.25
1080	3	552.5	2.714	0	1.263789E-001	1.82	3.538929E-009	0.27	1.864868E-002	0.25
1081	3	552.5	2.714	1	1.261789E-001	1.82	3.535815E-009	0.27	1.864268E-002	0.25
1082	3	552.5	2.714	2	1.262231E-001	1.82	3.535742E-009	0.27	1.863802E-002	0.25
1083	3	555.0	2.724	0	1.256911E-001	1.82	3.532305E-009	0.27	1.865339E-002	0.25
1084	3	555.0	2.724	1	1.256168E-001	1.82	3.531944E-009	0.27	1.865747E-002	0.25
1085	3	555.0	2.724	2	1.255867E-001	1.82	3.529432E-009	0.27	1.863386E-002	0.25
1086	3	557.5	2.732	0	1.276227E-001	1.82	3.609883E-009	0.27	1.905397E-002	0.25
1087	3	557.5	2.732	1	1.276074E-001	1.82	3.611999E-009	0.27	1.906372E-002	0.25
1088	3	557.5	2.732	2	1.277117E-001	1.82	3.613190E-009	0.27	1.906276E-002	0.25
1089	3	560.0	2.736	0	1.340991E-001	1.82	3.848192E-009	0.27	2.018649E-002	0.25
1090	3	560.0	2.736	1	1.340991E-001	1.82	3.847905E-009	0.27	2.018737E-002	0.25
1091	3	560.0	2.736	2	1.342249E-001	1.82	3.851139E-009	0.27	2.019898E-002	0.25
1092	3	562.5	2.738	0	1.513602E-001	1.82	4.424247E-009	0.27	2.298847E-002	0.25
1093	3	562.5	2.738	1	1.514636E-001	1.82	4.426677E-009	0.27	2.300414E-002	0.25
1094	3	562.5	2.738	2	1.515603E-001	1.82	4.428599E-009	0.27	2.300797E-002	0.25
1095	3	565.0	2.736	0	1.703380E-001	1.82	5.012175E-009	0.27	2.590434E-002	0.25
1096	3	565.0	2.736	1	1.703609E-001	1.82	5.014220E-009	0.27	2.591602E-002	0.25
1097	3	565.0	2.736	2	1.704047E-001	1.82	5.016489E-009	0.27	2.593217E-002	0.25
1098	3	567.5	2.732	0	1.589109E-001	1.82	4.600939E-009	0.27	2.398178E-002	0.25
1099	3	567.5	2.732	1	1.588808E-001	1.82	4.600495E-009	0.27	2.397665E-002	0.25
1100	3	567.5	2.732	2	1.589109E-001	1.82	4.602250E-009	0.27	2.399058E-002	0.25
1101	3	570.0	2.724	0	1.380448E-001	1.82	3.922544E-009	0.27	2.070643E-002	0.25
1102	3	570.0	2.724	1	1.380962E-001	1.82	3.922425E-009	0.27	2.070643E-002	0.25
1103	3	570.0	2.724	2	1.380147E-001	1.82	3.918240E-009	0.27	2.068476E-002	0.25
1104	3	572.5	2.714	0	1.283629E-001	1.82	3.608523E-009	0.27	1.920013E-002	0.25
1105	3	572.5	2.714	1	1.283039E-001	1.82	3.610206E-009	0.27	1.920998E-002	0.25
1106	3	572.5	2.714	2	1.282962E-001	1.82	3.610519E-009	0.27	1.921501E-002	0.25
1107	3	575.0	2.700	0	1.256320E-001	1.82	3.518430E-009	0.27	1.879627E-002	0.25
1108	3	575.0	2.700	1	1.256320E-001	1.82	3.519187E-009	0.27	1.879715E-002	0.25
1109	3	575.0	2.700	2	1.256168E-001	1.82	3.518622E-009	0.27	1.880131E-002	0.25
1110	3	577.5	2.684	0	1.256911E-001	1.82	3.510806E-009	0.27	1.878659E-002	0.25
1111	3	577.5	2.684	1	1.256763E-001	1.82	3.511049E-009	0.27	1.878483E-002	0.25
1112	3	577.5	2.684	2	1.256911E-001	1.82	3.511443E-009	0.27	1.878843E-002	0.25
1113	3	580.0	2.664	0	1.256244E-001	1.82	3.503194E-009	0.27	1.872787E-002	0.25
1114	3	580.0	2.664	1	1.255729E-001	1.82	3.500996E-009	0.27	1.872322E-002	0.25
1115	3	580.0	2.664	2	1.255501E-001	1.82	3.500634E-009	0.27	1.871531E-002	0.25
1116	3	582.5	2.642	0	1.245282E-001	1.82	3.475072E-009	0.27	1.854330E-002	0.25
1117	3	582.5	2.642	1	1.244616E-001	1.82	3.473076E-009	0.27	1.854099E-002	0.25
1118	3	582.5	2.642	2	1.244325E-001	1.82	3.472521E-009	0.27	1.853673E-002	0.25
1119	3	585.0	2.616	0	1.244840E-001	1.82	3.476031E-009	0.27	1.854643E-002	0.25
1120	3	585.0	2.616	1	1.244916E-001	1.82	3.477584E-009	0.27	1.855066E-002	0.25
1121	3	585.0	2.616	2	1.245054E-001	1.82	3.477907E-009	0.27	1.855890E-002	0.25
1122	3	587.5	2.588	0	1.286511E-001	1.82	3.591017E-009	0.27	1.916917E-002	0.25
1123	3	587.5	2.588	1	1.286587E-001	1.82	3.591461E-009	0.27	1.917428E-002	0.25
1124	3	587.5	2.588	2	1.286435E-001	1.82	3.590897E-009	0.27	1.916685E-002	0.25
1125	3	590.0	2.556	0	1.344550E-001	1.82	3.744177E-009	0.27	1.997552E-002	0.25
1126	3	590.0	2.556	1	1.344097E-001	1.82	3.743767E-009	0.27	1.997592E-002	0.25
1127	3	590.0	2.556	2	1.344840E-001	1.82	3.743694E-009	0.27	1.997224E-002	0.25
1128	3	592.5	2.522	0	1.368829E-001	1.82	3.805352E-009	0.27	2.025586E-002	0.25
1129	3	592.5	2.522	1	1.369044E-001	1.82	3.806785E-009	0.27	2.025450E-002	0.25
1130	3	592.5	2.522	2	1.369268E-001	1.82	3.804677E-009	0.27	2.024786E-002	0.25
1131	3	595.0	2.484	0	1.369120E-001	1.82	3.802206E-009	0.27	2.018049E-002	0.25
1132	3	595.0	2.484	1	1.369196E-001	1.82	3.803163E-009	0.27	2.017954E-002	0.25
1133	3	595.0	2.484	2	1.369268E-001	1.82	3.804233E-009	0.27	2.018546E-002	0.25
1134	3	597.5	2.444	0	1.431446E-001	1.82	3.970411E-009	0.27	2.103261E-002	0.25
1135	3	597.5	2.444	1	1.431736E-001	1.82	3.967971E-009	0.27	2.101964E-002	0.25
1136	3	597.5	2.444	2	1.431736E-001	1.82	3.970411E-009	0.27	2.103397E-002	0.25
1137	3	600.0	2.400	0	1.573632E-001	1.82	4.352697E-009	0.27	2.303197E-002	0.25
1138	3	600.0	2.400	1	1.573856E-001	1.82	4.352777E-009	0.27	2.303013E-002	0.25
1139	3	600.0	2.400	2	1.573932E-001	1.82	4.354571E-009	0.27	2.303845E-002	0.25
1140	3	602.5	2.352	0	1.725812E-001	1.82	4.764618E-009	0.27	2.515406E-002	0.25
1141	3	602.5	2.352	1	1.725735E-001	1.82	4.765062E-009	0.27	2.515166E-002	0.25
1142	3	602.5	2.352	2	1.725735E-001	1.82	4.764377E-009	0.27	2.515398E-002	0.25
1143	3	605.0	2.299	0	1.860891E-001	1.82	5.142559E-009	0.27	2.703919E-002	0.25
1144	3	605.0	2.299	1	1.860676E-001	1.82	5.141286E-009	0.27	2.702486E-002	0.25
